,entity,author_name,overall_polarity
20019,HemaSphere CLLsm,Raul Cordoba MD PhD,Postive
20020,Read CLL PowerfulPatient,Patient Power,Negative
20021,HemaSphere Chimeric Antigen Receptor,European Hematology Association,Negative
20022,CLL,CellworksLife,Negative
20023,The day CLL,CLL Warwick Uni,Postive
20024,Central Nervous System Lymphoma,Lymphoma Papers,Negative
20026,Yesterday Kathleen Chronic Today two day earlier one one Peaker SamHeughan,Jasmine Rockwell,Postive
20027,Leukamie CLL Hamatologen Kongress Georg Hess Uniklinik Mainz Stephan Stilgenbauer Uniklinik Ulm,Leukamiehilfe Rhein Main,Negative
20028,un neceista la,Simon Veliz,Negative
20029,hermano seria de gran un neceista la,Simon Veliz,Negative
20030,CLL,Felix Keller,Negative
20031,hermano seria de gran un,Simon Veliz,Negative
20032,Saludos LuisChataing de gran un neceista la,Simon Veliz,Negative
20033,hermano seria de gran un neceista la,Simon Veliz,Negative
20034,CLL,Patient Power,Negative
20035,Scan Centerline Cross today CLIN OCT THRU BRFI BAB CRU CLL,SwingTradeBot UK,Negative
20036,CIENCIASMEDICASNEWS,Victor Norberto Cerasale Morteo,Negative
20037,rituximab,Society Immunotherapy Cancer,Negative
20038,CLL Burger British Journal Haematology CLLsm,Raul Cordoba MD PhD,Negative
20039,la journee et Toutes Tempete,Cegep de Levis,Negative
20040,HOS Folkhalsan UBS CLL,Elisabet,Negative
20041,hashtags lar vara Viktigt CLL,Bjorn Nyberg,Negative
20042,Watch CLL Jonathan Cohen Kerry Rogers WinshipAtEmory,Patient Power,Negative
20043,al livuniITM ProximityLigation RNA CLL,Nature Protocols,Negative
20044,several hour,adam,Negative
20045,Annual Exposition three hundred CLL,Targeted Oncology,Negative
20046,CLL Cancer Care Associates CLL,Patient Power,Negative
20047,Pakistan India Read CML CLL,BloodCancerCure,Negative
20048,five AML,Bioevents Sharing Biomed Knowledge,Postive
20049,two thousand and nineteen two thousand,EIN Presswire Press Releases,Negative
20050,Centre last week CLL Brian Teaching Fellow Brian WarwickEquality,CLL Warwick Uni,Postive
20051,Le Cegep Consultez Bonne,Cegep de Levis,Negative
20052,CLL Jennifer Woyach OhioState CLLsm Leusm,VJHemOnc,Negative
20055,CLL,Patient Power,Postive
20056,Imbruvica,CURE Magazine,Postive
20057,CLL CLL,Toby Eyre,Negative
20058,EMF Paper Hardell Group one thousand nine hundred,Graviola Finland,Negative
20059,CLL CLL WinshipAtEmory,Patient Power,Negative
20060,TransformationTuesday CLL Sue IttWarwick,CLL Warwick Uni,Postive
20061,Today European Mannheim Acute Acute Myeloid EFPIA,HARMONY Alliance,Negative
20062,five AML,Bioevents Sharing Biomed Knowledge,Postive
20063,Imbruvica CLL,Robinson Ortiz MD,Negative
20064,Disculpen pueden ayudar difundirlo ayudarian mucho,Ori,Negative
20065,nuestro amigo nuestro Gracias,Maria Angulo,Negative
20066,Dr Banerji CLL Israels Dr Murphy,RIOH,Negative
20067,Seymour PeterMacCC CLLsm,Targeted Oncology,Negative
20068,Scan Above fifty RDT ASAI LVCG CRU CTEC PCFT CLL,SwingTradeBot UK,Negative
20069,CLL Watch CLL Cohen WinshipAtEmory,Andrew Schorr,Negative
20070,CLL Lee Swanson CLL,Patient Empowerment Network,Negative
20072,CLL,Kathleen Hoffman,Negative
20073,CLL,Amber Koehler,Negative
20074,CLL Watch CLL jonathonbcohen WinshipAtEmory,Patient Power,Negative
20075,CLL,AplusA World,Negative
20076,Idelalisib,ImmunotherapyPapers,Negative
20078,VIDEO Current CLL Lindsey Roeker Leusm,VJHemOnc,Negative
20079,FDA Lymphocytic,ChemDiv,Postive
20080,BRAF,Ingentium Melanoma,Negative
20083,Con Todo el Pawaaaa,AGRESSOR,Negative
20084,VIDEO Ibrutinib CLL Carol Moreno HospitalSantPau Leusm,VJHemOnc,Negative
20086,MRD CLL DrMatasar DrRaulCordoba,chadi nabhan MD MBA FACP,Postive
20088,BRAF,Lymphoma Papers,Negative
20090,John Terry Chelsea,The Lion Shed,Negative
20093,five yr ago month CLL,Amber Koehler,Postive
20094,CLL,Himanshu Joshi,Negative
20095,Scan Signal Line Cross today MWG SAV BLVN BEZ,SwingTradeBot UK,Negative
20096,CLL FightClub GlovesOff,Dr Katrina Farrell,Postive
20097,Multiplexed RNA CLL,Yasin,Postive
20098,second third,CURE Magazine,Negative
20099,ChronicLymphocyticLeukemia CLL,UCI Health,Postive
20100,Europe Article Europe PMC,gilbert faure,Negative
20101,Europe Article Europe PMC,Krishan Maggon,Negative
20103,CLL Lee Swanson Anthony Mato CLL,Patient Empowerment Network,Negative
20104,CLL,leukemia,Negative
20105,CLL nearly one hundred OncLive,CLL Ireland,Postive
20106,Friday today Two CLL London IttWarwick,CLL Warwick Uni,Postive
20108,CLL Lauren Thurgood Flinders,Anubhav Srivastava,Negative
20109,today CLL Brian,Michelle Collett,Postive
20112,VIDEO CLL ASH two thousand and eighteen Ibrutinib John Gribben CLLsm Leusm,VJHemOnc,Negative
20113,CLL,The Oncologist,Negative
20114,TargetedOnc CLLsm,Danielle Ternyila,Negative
20115,CLL Mascot Brian,CLL Warwick Uni,Postive
20116,MRD CLL Susan Leclair,Patient Power,Negative
20117,one Knitting Gill Principal Teaching Fellow Careers Coaching CLL Warwick Week WarwickEquality,CLL Warwick Uni,Postive
20119,Educate Lymphocytic CLL EACCME CME,Medthority,Postive
20120,CLL mascot Brian today WarwickEquality IttWarwick mascot warwickstory wellbeingpets,CLL Warwick Uni,Negative
20121,AIM CLL Cello Health PLC Notice Full Year Results,AIM Alerts,Negative
20122,seventy year,The Oncologist,Postive
20123,Anderson Paolo MD,Oncology Times,Negative
20125,CLL one Bcells Immunotherapy,Prof John,Negative
20126,Two,Jen Tiernay,Negative
20127,Chronic,Patient Worthy,Postive
20128,FDA Chronic,Lampe Company,Negative
20130,one Hematologic Malignancies,TrialBulletin,Negative
20131,CLL Carol Preston CLL,Patient Power,Postive
20132,nine year ago one one quoteoftheday,Anastasia Turchetta,Postive
20133,Significant Highlights four morning CLL NICE CLL,Nick,Postive
20134,This Friday Anniversary Elias Campo Clinical next Friday February eight,CIC bioGUNE,Negative
20135,CLL,AplusA World,Negative
20136,Leukemia,Medivizor,Negative
20137,NCCN Guidelines Insights Chronic Lymphocytic Lymphocytic Lymphoma Version,Irene Mangues,Negative
20138,FDA gazaiba obinutuzumab,Shohta Kadomura Hospital Pharmacist,Negative
20140,CLL,Blood Journal,Negative
20141,Venetoclax Venclaxa CLL MMSM AML,MyelomaTeacher Cindy Chmielewski,Postive
20142,CLL Lee Swanson Kerry Rogers CLL ASH two thousand and eighteen,Patient Empowerment Network,Negative
20143,MRD CLL obinutuzumab rituximab,Blood Journal,Negative
20144,Lisa CLL Lisa,Leukaemia Care,Postive
20145,New Rituximab,Medivizor,Negative
20146,CLL,Kathleen Hoffman,Negative
20147,AI Teemu Roos Stort Hanasaari Cultural Centre,Utbildning och IT pa Kimitoon,Negative
20149,seven,Lymphoma Papers,Negative
20151,CAR CLL CLL,Michele,Negative
20152,Ada four year old Please,guillotineka,Negative
20153,Mayo Clinic YouTube,Andrew Taylor,Negative
20154,New Medivizor Combinations rituximab,Medivizor,Negative
20155,one EM CLL one,RIOH,Negative
20156,Peter Hillmen UniversityLeeds Leusm,VJHemOnc,Negative
20158,Janssen Imbruvica Gazyva Genentech Janssen Imbruvica CLL,Pharmacy Practice News,Negative
20159,US FDA,Orbis Biosciences,Negative
20160,one one CLL one,RIOH,Negative
20161,second CLL,Amber Koehler,Postive
20162,thirty April two thousand and nineteen CLL CancerResearch,BioAscend,Negative
20163,Today one one,Lorna Warwick,Negative
20164,UK NEQAS LI cml md mm,UKNEQASLI,Postive
20165,UK CLL,CLLSA,Negative
20167,two TheCrick ImperialMed BloodJournal two Bcells CLL,Prof John,Negative
20169,un el meu granet de sorra en la CLL,Heribert,Negative
20170,Melbourne AUS tonight tomorrow Wednesday Peter MacCallum,Andrew Schorr,Negative
20171,Today CLL,CLL Ireland,Negative
20172,CML CLL India CML CLL BMT,BloodCancerCure,Negative
20173,GoPats,CryptoLiveLeak,Negative
20175,Rituximab,Medivizor,Negative
20176,Check Lenalidomide,Medivizor,Negative
20177,FDA Approves CLL,SpecialtyPTimes,Negative
20179,Murine Model,Christopher DeBoever,Negative
20180,Hematologists Nurses Tune CLL WATCH MedscapeEdu,Medscape Education,Negative
20181,Chronic Morning lark night Sorting,Broad Institute,Postive
20182,Check Comparing chr,Medivizor,Negative
20183,three Ganolfan Dwr Cilfynydd Cofiwch Gwisgwch esgidiau ysgafn dim bin DiscoverDwr,Melin Gruffydd,Negative
20184,New Medivizor Comparing,Medivizor,Postive
20185,CLL Worry Fear Worry,CLL Ireland,Negative
20187,CLL Atm,Broad Institute,Negative
20188,three,Mahmoud Aljurf,Negative
20189,Marc Hoffmann CLL Practice,sganguly,Negative
20190,CLL,The Oncologist,Negative
20191,Cancer News Robert Preidt five hundred,Malachy Chidera,Negative
20192,FDA Approves Ibrutinib Plus Obinutuzumab Frontline SLL,CancerWallonia,Negative
20193,CLL CLL SarahCannonDocs HCAMidwest,OncLive SOSS,Postive
20194,Watch CLL Jonathan Cohen Kerry Rogers WinshipAtEmory,Patient Power,Negative
20195,Saturday March,annemarie,Postive
20196,Sat two March FREE CLL CLL Cork Clayton Hotel Silver Springs Haematology Mary Cahill Emma Lane Registration,CLL Ireland,Postive
20197,Buckeyes CLL,The James,Negative
20198,CLL First FDA CLL Combination Therapy ChronicLymphocyticLeukemia,Michele,Postive
20199,Check Rituximab,Medivizor,Negative
20200,Rituximab,Medivizor,Negative
20201,CLL CancerCare,Ron Grunsby,Negative
20202,Future Implications,Oncology Times,Negative
20203,seventy year,The Oncologist,Postive
20205,CancerChat,Atrium Health Navicent,Negative
20206,two thousand and eighteen Annual AML CLL,The Oncologist,Negative
20207,Hematologists Nurses Learn CLL MedscapeEdu,Medscape Education,Negative
20208,Susan Leclair Philip Thompson CLL,Patient Power,Negative
20210,NSCLC CLL AML,ACCC,Postive
20211,CLL AVHAHOUpdates,Federal Practitioner,Negative
20212,Nasta CLL PennCancer two thousand and nineteen HemOnc,Penn Medicine MD,Negative
20213,The ILLINOISsocialwork Community Learning Lab one thousand nine hundred Learn CLL,ILLINOIS Social Work,Negative
20214,eBook mm aml Key Information,AplusA World,Postive
20216,CLL CLL,CLL Ireland,Negative
20219,Chronic CLL Know Subscribe,InfocusRx Today,Negative
20220,CLL,MDedge Hematology Oncology,Negative
20221,tonight CLL Haemophage,MDedge Hematology Oncology,Postive
20222,CLL,MDedge Hematology Oncology,Negative
20223,CLL,Rebecca Williams,Negative
20224,CLL,MDedge Hematology Oncology,Negative
20225,Andrew Brunner General Hospital two thousand and eighteen Annual AML CLL,The Oncologist,Negative
20226,CLL Mary Ellen Schneider Hematology News tonight,MDedge Hematology Oncology,Negative
20227,CLL,Taylor Lab UM,Negative
20228,CLL ten minute,MDedge Hematology Oncology,Negative
20229,Catherine Wu DanaFarber Lili Wang ATM CLL Current LLSSFellow,Leukemia Lymphoma Society Research,Negative
20231,MRD CLL obinutuzumab rituximab,Raul Cordoba MD PhD,Negative
20232,CLL MRD CLLsm,Raul Cordoba MD PhD,Negative
20233,four hour Twitter Clear evening CLL,MDedge Hematology Oncology,Postive
20234,New Resource Center The Evolving Treatment Chronic,Oncology Times,Negative
20235,NebraskaMed CLL,Ravi Madan,Negative
20236,Read CLL PowerfulPatient,Patient Power,Negative
20237,Leukemia Read Leukemia MDAndersonNews,Rajan Chaudhari,Negative
20238,two,IUOPA,Negative
20239,CLL,Nature Reviews Disease Primers,Negative
20240,Another day Adrian Bloor Myeloid CML CLL Leukaemia,Anna Perkins,Postive
20241,CLL OGT,SysmexBNL,Postive
20242,Ohio State Pelotonia James SPON,Local,Negative
20243,Imbruvica Mantle Cell CancerDrugs CureCancer,Medicine For World,Negative
20244,Two Nursery TalesToolkit EYFS CLL TalesToolkit,Oak Tree Primary School,Negative
20245,AnthonyMatomd ERIC Consortium Conference CLL,Michele,Postive
20246,CLL CLL CLLPatients,Michele,Negative
20247,Dad Ensure CLL CLLPatients,Michele,Postive
20248,lymphocyte Lymphomas,Atrium Health Navicent,Negative
20249,Scan Hammer Candlestick today LMS,SwingTradeBot UK,Negative
20250,SET SET,Anthony Mato,Postive
20251,first Read,LLS Greater,Postive
20252,Online Exclusive From HemOnc Times Ibrutinib More Effective Compared Standard CLL Treatment,Oncology Times,Postive
20253,FDA,Zheng Zhao,Negative
20254,one day Twitter CLL seven EST MDedgeChats,MDEdge,Negative
20257,Cancer Care Associates CLL,Patient Power,Negative
20258,CLL,iwCLL,Negative
20259,This HUGE BREAKING NEWS Food Drug Administration first,ArkansasLLS,Postive
20260,Watch CLL Philip Thompson CLL,Patient Power,Negative
20261,Anna Schuh UniofOxford CLL Lots,Blood Cancer UK Research,Postive
20265,CLL,Sophia Kelly,Negative
20266,CLL,Kathleen Hoffman,Negative
20267,CLL,AplusA World,Negative
20268,CML CLL Read,BloodCancerCure,Negative
20271,Enhanced Nuclear Translocation CLL,CellworksLife,Negative
20272,Weir PhD,KU Cancer Center,Negative
20273,FDA Ibrutinib,CLL Advocates Network,Postive
20274,FDA Imbruvica obinutuzumab Gazyva,MAISA,Negative
20275,Rituximab CLL CLLsm,Raul Cordoba MD PhD,Negative
20276,New JITC Short Report rituximab,Society Immunotherapy Cancer,Negative
20278,Johnson Johnson Imbruvica CLL Gazyva Imbruvica CLL JNJ ABBV,Bionest Partners,Postive
20279,VIDEO Venetoclax CLL Lindsey Roeker Leusm,VJHemOnc,Negative
20280,BREAKING NEWS FDA first Read breakthrough,Coast To Coast Cures,Postive
20281,DYK CLL,Janssen Global,Negative
20282,first Read,The Leukemia Lymphoma Society,Postive
20283,two,CURE Magazine,Negative
20284,watch webinar CLL Cathy Hamilton,Patient Power,Negative
20285,Dennis,JanssenUS,Negative
20286,CLL Brian Hill Anthony Mato CLL seven pm ET,MDedge Hematology Oncology,Negative
20287,DrLaCasce Program DanaFarber CLL SLL,The Leukemia Lymphoma Society,Postive
20288,FDA Approves Leukemia Ibrutinib Obinutuzumab CLL SLL,Alvin,Negative
20289,monthly CLL,Lymphoma Hub,Negative
20290,Lots CLL,Oak Tree Primary School,Postive
20291,CLL US Ibrutinib obinutuzumab LornaWarwick,CLL Advocates Network,Negative
20292,Bcells,Prof John,Negative
20293,Two CLL Brian Koffman CllSociety CLL CLL,CLL Ireland,Postive
20295,JNJNews Imbruvica CLL,pharmaphorum,Negative
20296,FDA Approves Ibrutinib Combination Obinutuzumab SLL ASCO Post,CancerWallonia,Negative
20297,FDA Imbruvica,FDA Daily,Negative
20298,FDA Approves GENbio,Jeff Karp Pronouns,Negative
20300,Johnson Johnson Imbruvica CLL Gazyva FiercePharma,Advera Health,Postive
20302,four day first CLL Fatigue ChronicLymphoceticLeukemia LLSusa CLL,RJW,Negative
20303,ICYMI FDA first CLL,Pharmacyclics AbbVie Company,Negative
20304,ICYMI Imran Khan CLL,JanssenUS,Negative
20305,FDA first Imbruvica Gazyva ResearchMatters,Cellero,Negative
20306,SygnatureDiscov ApconiXLtd winterbournehg CLL,JSF Group,Postive
20307,fifty year later CLL today BTK,Felix Keller,Negative
20308,seven pm ET CLL Cancer Research Group,MDedge Hematology Oncology,Negative
20309,IMBRUVICA Read More,Lymphoma Research Foundation,Negative
20310,Imbruvica Genentech,MAISA,Negative
20312,CLL,JanssenUS,Negative
20313,FDA SLL Imbruvica Gazyva lymsm,MDedge Hematology Oncology,Negative
20315,CLL,The Oncologist,Negative
20316,CLL first Read,Jaime Rosenberg,Negative
20317,FDA Approves CLL,SpecialtyPTimes,Negative
20318,FDA Time Imbruvica Roche Gazyva first,cafepharma,Negative
20319,Sur,Cegep de Levis,Negative
20320,Imbruvica Gazyvo CLL Roche,Plexus Ventures,Negative
20321,FDA,PRICENTRIC,Postive
20322,"CLL College CA two thousand, five hundred SW AboveTustin RaspberryPi ADSB",AboveTustin ADSB bot,Postive
20323,FDA SLL Imbruvica Gazyva lymsm,Jennifer Smith,Negative
20324,one thousand nine hundred year CLL,Janssen Global,Negative
20325,JanssenUS,Rare Disease Report,Negative
20326,CLL CLL WinshipAtEmory,Patient Power,Negative
20327,FDA AbbVie Imbruvica Roche Gazyva ABBV,JCM Compounding Knowledge,Negative
20328,CLL one FDA BloodCancer,Pharmacyclics AbbVie Company,Postive
20329,New Medivizor Lenalidomide,Medivizor,Negative
20330,autoimmune effect association use idelalisib CLL,Thiago Carvalho,Negative
20331,KjetilTasken Isoform Inhibitor Idelalisib Preferentially Inhibits Human Regulatory Cell CLL,Prof John,Negative
20332,FDA CLL CLL,Amber Koehler,Postive
20333,The Food Drug Administration Imbruvica obinutuzumab Gazyva,pocroncology,Negative
20334,Imbruvica Gazyva Leukemia CLL,HemOnc Today,Negative
20335,obinutuzumab Read CLLsm,Targeted Oncology,Negative
20336,FDA CLL,JanssenUS,Negative
20337,News Medical Independent Sales Representatives Medical Distributors FDA Approves IMBRUVICA,HSMN,Negative
20338,FDA ABBV IMBRUVICA,Hottest Stocks Now,Negative
20339,Chile CLL Santiago Chile,Claudio Lertora,Negative
20340,Imbruvica Gazyva CLL first Imbruvica CLL,Andrew Merron,Postive
20341,FDA Lymphocytic,HEDGE,Postive
20342,FDA,HEDGE,Negative
20343,MURANO three Venetoclax rituximab lead CLL CLL,Lymphoma Hub,Negative
20344,two thousand and nineteen,RazzleTazzle,Negative
20345,FDA,RazzleTazzle,Negative
20346,FDA first first SLL,Pharmacyclics AbbVie Company,Negative
20347,FDA Lymphocytic,RazzleTazzle,Postive
20348,CLL SLL YouTube George Follows Watch,LymphomaAction,Postive
20349,JNJ FDA Approves Obinutuzumab Combo Regimen,Odi Bruckman,Negative
20350,CLL Westwood Campus,CLL Warwick Uni,Postive
20351,CLLSA Asics London July CLL Mondaymorning,CLLSA,Postive
20352,Duvelisib Provides CLL,CellworksLife,Negative
20353,seventy year,The Oncologist,Postive
20354,el ambiente veraniego de SummerFest de chileluchalibre luchalibrechile wrestling luchalibrechilena,Proyecto Lucha Libre,Negative
20355,two thousand and eighteen Annual AML CLL,The Oncologist,Negative
20356,CLL Technology CardioOnc ACCCardioEd,Ana Barac,Postive
20358,HOY CLL ChileLuchaLibre SummerFest IWC LuchaLibreChilena,The Pepex Family,Negative
20359,HOY CLL ChileLuchaLibre SummerFest IWC LuchaLibreChilena,Thu Pepex,Negative
20360,HOY CLL ChileLuchaLibre SummerFest IWC LuchaLibreChilena,Thu Pepex,Negative
20362,CLL,CLL Ireland,Negative
20363,Duvelisib Provides CLL,CancerWallonia,Negative
20366,CLL,Kathleen Hoffman,Negative
20367,Dr Brian Koffman CllSociety CLL US,CLL Advocates Network,Postive
20368,CLL,Jennifer Kwan MD PhD,Negative
20369,Ibrutinib Superior Chemoimmunotherapy Survival Older,SpecialtyPTimes,Postive
20371,CLL annual,MDEdge,Negative
20372,Andrew Brunner General Hospital two thousand and eighteen Annual AML CLL,The Oncologist,Negative
20373,January CLL MURANO,MDedge Hematology Oncology,Negative
20374,two week Lymphoma Community Advisory Board CLL LymphomaAware,LymphomaAction,Postive
20375,CLL Watch Jean Koff Jonathan Cohen,Patient Power,Negative
20376,CLL,AplusA World,Negative
20377,Alliance North American Intergroup Study rituximab bendamustine CLL,Mary Ellen Schneider,Postive
20380,JanRynne CLL,CLL Ireland,Postive
20382,week two CLL,CURE Magazine,Postive
20383,cll qui avec sa Catherine,Cegep de Levis,Negative
20384,tonight Newcastle Helen Marr Ibrutinib first CLL CLL NewcastleHosps,Olga Crehan,Postive
20385,CLL Carol Preston CLL,Patient Power,Postive
20386,De Marr CLL CLL,Graham Collins,Postive
20387,Helen Marr Woyach one IR CLL one IR One rituximab CLL,Graham Collins,Postive
